Datetime,Frequency (kHz),Capacitance (nF),Resistance (kOhm)
2024-02-29 12:56:21,0.333203,965.5468,0.0
2024-02-29 12:56:21,0.333203,960.37344,0.0
2024-02-29 12:56:21,0.333185,960.37344,0.0
2024-02-29 12:56:21,0.333185,960.4268,0.0
2024-02-29 12:56:21,0.331528,960.4268,0.0
2024-02-29 12:56:21,0.331528,965.2268,0.0
2024-02-29 12:56:21,0.332797,965.2268,0.0
2024-02-29 12:56:22,0.332797,961.54672,0.0
2024-02-29 12:56:22,0.3314,961.54672,0.0
2024-02-29 12:56:22,0.3314,965.6,0.0
2024-02-29 12:56:22,0.333203,965.6,0.0
2024-02-29 12:56:22,0.333203,960.37344,0.0
2024-02-29 12:56:22,0.333815,960.37344,0.0
2024-02-29 12:56:22,0.333815,958.61328,0.0
2024-02-29 12:56:23,0.333222,958.61328,0.0
2024-02-29 12:56:23,0.333222,960.32,0.0
2024-02-29 12:56:23,0.332926,960.32,0.0
2024-02-29 12:56:23,0.332926,961.17344,0.0
2024-02-29 12:56:23,0.331583,961.17344,0.0
2024-02-29 12:56:23,0.331583,965.0668,0.0
2024-02-29 12:56:24,0.333055,965.0668,0.0
2024-02-29 12:56:24,0.333055,960.8,0.0
2024-02-29 12:56:24,0.335064,960.8,0.0
2024-02-29 12:56:24,0.335064,955.04,0.0
2024-02-29 12:56:24,0.331345,955.04,0.0
2024-02-29 12:56:24,0.331345,965.76,0.0
2024-02-29 12:56:24,0.333648,965.76,0.0
2024-02-29 12:56:25,0.333648,959.09344,0.0
2024-02-29 12:56:25,0.334001,959.09344,0.0
2024-02-29 12:56:25,0.334001,958.08,0.0
2024-02-29 12:56:25,0.330633,958.08,0.0
2024-02-29 12:56:25,0.330633,967.84,0.0
2024-02-29 12:56:26,0.332889,967.84,0.0
2024-02-29 12:56:26,0.332889,961.28,0.0
2024-02-29 12:56:26,0.334672,961.28,0.0
2024-02-29 12:56:26,0.334672,956.16,0.0
2024-02-29 12:56:26,0.331052,956.16,0.0
2024-02-29 12:56:26,0.331052,966.61328,0.0
2024-02-29 12:56:26,0.332391,966.61328,0.0
2024-02-29 12:56:27,0.332391,962.72,0.0
2024-02-29 12:56:27,0.332631,962.72,0.0
2024-02-29 12:56:27,0.332631,962.0268,0.0
2024-02-29 12:56:27,0.333407,962.0268,0.0
2024-02-29 12:56:27,0.333407,959.78664,0.0
2024-02-29 12:56:28,0.331363,959.78664,0.0
2024-02-29 12:56:28,0.331363,965.70672,0.0
2024-02-29 12:56:28,0.331895,965.70672,0.0
2024-02-29 12:56:29,0.331895,964.16,0.0
2024-02-29 12:56:29,0.333889,964.16,0.0
2024-02-29 12:56:29,0.333889,958.4,0.0
2024-02-29 12:56:29,0.331784,958.4,0.0
2024-02-29 12:56:29,0.331784,964.48,0.0
2024-02-29 12:56:29,0.334933,964.48,0.0
2024-02-29 12:56:29,0.334933,955.41344,0.0
2024-02-29 12:56:30,0.331693,955.41344,0.0
2024-02-29 12:56:30,0.331693,964.74672,0.0
2024-02-29 12:56:30,0.333037,964.74672,0.0
2024-02-29 12:56:30,0.333037,960.85344,0.0
2024-02-29 12:56:30,0.333074,960.85344,0.0
2024-02-29 12:56:30,0.333074,960.74648,0.0
2024-02-29 12:56:31,0.331986,960.74648,0.0
2024-02-29 12:56:31,0.331986,963.89328,0.0
2024-02-29 12:56:31,0.331766,963.89328,0.0
2024-02-29 12:56:31,0.331766,964.53328,0.0
2024-02-29 12:56:31,0.333259,964.53328,0.0
2024-02-29 12:56:31,0.333259,960.21344,0.0
2024-02-29 12:56:31,0.332465,960.21344,0.0
2024-02-29 12:56:32,0.332465,962.50664,0.0
2024-02-29 12:56:32,0.332944,962.50664,0.0
2024-02-29 12:56:32,0.332944,961.12,0.0
2024-02-29 12:56:32,0.331711,961.12,0.0
2024-02-29 12:56:32,0.331711,964.69344,0.0
2024-02-29 12:56:32,0.33162,964.69344,0.0
2024-02-29 12:56:32,0.33162,964.96024,0.0
2024-02-29 12:56:33,0.333037,964.96024,0.0
2024-02-29 12:56:33,0.333037,960.85344,0.0
2024-02-29 12:56:33,0.331821,960.85344,0.0
2024-02-29 12:56:33,0.331821,964.37344,0.0
2024-02-29 12:56:33,0.333,964.37344,0.0
2024-02-29 12:56:33,0.333,960.96,0.0
2024-02-29 12:56:34,0.334001,960.96,0.0
2024-02-29 12:56:34,0.334001,958.08,0.0
2024-02-29 12:56:34,0.334075,958.08,0.0
2024-02-29 12:56:34,0.334075,957.86672,0.0
2024-02-29 12:56:34,0.332834,957.86672,0.0
2024-02-29 12:56:34,0.332834,961.44,0.0
2024-02-29 12:56:34,0.332907,961.44,0.0
2024-02-29 12:56:35,0.332907,961.2268,0.0
2024-02-29 12:56:35,0.333815,961.2268,0.0
2024-02-29 12:56:35,0.333815,958.61328,0.0
2024-02-29 12:56:35,0.333277,958.61328,0.0
2024-02-29 12:56:35,0.333277,960.16,0.0
2024-02-29 12:56:36,0.332778,960.16,0.0
2024-02-29 12:56:36,0.332778,961.6,0.0
2024-02-29 12:56:36,0.333759,961.6,0.0
2024-02-29 12:56:36,0.333759,958.77344,0.0
2024-02-29 12:56:36,0.330578,958.77344,0.0
2024-02-29 12:56:36,0.330578,968.0,0.0
2024-02-29 12:56:36,0.331455,968.0,0.0
2024-02-29 12:56:36,0.331455,965.43992,0.0
2024-02-29 12:56:37,0.332797,965.43992,0.0
2024-02-29 12:56:37,0.332797,961.54672,0.0
2024-02-29 12:56:37,0.332023,961.54672,0.0
2024-02-29 12:56:37,0.332023,963.78672,0.0
2024-02-29 12:56:37,0.332944,963.78672,0.0
2024-02-29 12:56:37,0.332944,961.12,0.0
2024-02-29 12:56:37,0.333964,961.12,0.0
2024-02-29 12:56:38,0.333964,958.18664,0.0
2024-02-29 12:56:38,0.332428,958.18664,0.0
2024-02-29 12:56:38,0.332428,962.61344,0.0
2024-02-29 12:56:38,0.330888,962.61344,0.0
2024-02-29 12:56:39,0.330888,967.09328,0.0
2024-02-29 12:56:39,0.333908,967.09328,0.0
2024-02-29 12:56:39,0.333908,958.34648,0.0
2024-02-29 12:56:39,0.333222,958.34648,0.0
2024-02-29 12:56:39,0.333222,960.32,0.0
2024-02-29 12:56:39,0.332281,960.32,0.0
2024-02-29 12:56:40,0.332281,963.03992,0.0
2024-02-29 12:56:40,0.335852,963.03992,0.0
2024-02-29 12:56:40,0.335852,952.8,0.0
2024-02-29 12:56:40,0.331564,952.8,0.0
2024-02-29 12:56:40,0.331564,965.12,0.0
2024-02-29 12:56:41,0.333055,965.12,0.0
2024-02-29 12:56:41,0.333055,960.8,0.0
2024-02-29 12:56:41,0.33252,960.8,0.0
2024-02-29 12:56:41,0.33252,962.34672,0.0
2024-02-29 12:56:41,0.335608,962.34672,0.0
2024-02-29 12:56:42,0.335608,953.49344,0.0
2024-02-29 12:56:42,0.333407,953.49344,0.0
2024-02-29 12:56:42,0.333407,959.78664,0.0
2024-02-29 12:56:42,0.33324,959.78664,0.0
2024-02-29 12:56:42,0.33324,960.2668,0.0
2024-02-29 12:56:42,0.333092,960.2668,0.0
2024-02-29 12:56:42,0.333092,960.69344,0.0
2024-02-29 12:56:43,0.330687,960.69344,0.0
2024-02-29 12:56:43,0.330687,967.68,0.0
2024-02-29 12:56:43,0.333037,967.68,0.0
2024-02-29 12:56:43,0.333037,960.85344,0.0
2024-02-29 12:56:43,0.332852,960.85344,0.0
2024-02-29 12:56:43,0.332852,961.38672,0.0
2024-02-29 12:56:43,0.333277,961.38672,0.0
2024-02-29 12:56:44,0.333277,960.16,0.0
2024-02-29 12:56:44,0.332907,960.16,0.0
2024-02-29 12:56:44,0.332907,961.2268,0.0
2024-02-29 12:56:44,0.334448,961.2268,0.0
2024-02-29 12:56:44,0.334448,956.8,0.0
2024-02-29 12:56:45,0.333185,956.8,0.0
2024-02-29 12:56:45,0.333185,960.4268,0.0
2024-02-29 12:56:45,0.333,960.4268,0.0
2024-02-29 12:56:45,0.333,960.96,0.0
2024-02-29 12:56:45,0.333314,960.96,0.0
2024-02-29 12:56:46,0.333314,960.05344,0.0
2024-02-29 12:56:46,0.33324,960.05344,0.0
2024-02-29 12:56:46,0.33324,960.2668,0.0
2024-02-29 12:56:46,0.332797,960.2668,0.0
2024-02-29 12:56:46,0.332797,961.54672,0.0
2024-02-29 12:56:46,0.331436,961.54672,0.0
2024-02-29 12:56:47,0.331436,965.49328,0.0
2024-02-29 12:56:47,0.333927,965.49328,0.0
2024-02-29 12:56:47,0.333927,958.29344,0.0
2024-02-29 12:56:47,0.332889,958.29344,0.0
2024-02-29 12:56:47,0.332889,961.28,0.0
2024-02-29 12:56:47,0.331638,961.28,0.0
2024-02-29 12:56:47,0.331638,964.90664,0.0
2024-02-29 12:56:48,0.33572,964.90664,0.0
2024-02-29 12:56:48,0.33572,953.17344,0.0
2024-02-29 12:56:48,0.332244,953.17344,0.0
2024-02-29 12:56:48,0.332244,963.14672,0.0
2024-02-29 12:56:48,0.332281,963.14672,0.0
2024-02-29 12:56:48,0.332281,963.03992,0.0
2024-02-29 12:56:48,0.334597,963.03992,0.0
2024-02-29 12:56:49,0.334597,956.37344,0.0
2024-02-29 12:56:49,0.331913,956.37344,0.0
2024-02-29 12:56:49,0.331913,964.10664,0.0
2024-02-29 12:56:49,0.335101,964.10664,0.0
2024-02-29 12:56:49,0.335101,954.93344,0.0
2024-02-29 12:56:49,0.333908,954.93344,0.0
2024-02-29 12:56:50,0.333908,958.34648,0.0
2024-02-29 12:56:50,0.331674,958.34648,0.0
2024-02-29 12:56:50,0.331674,964.8,0.0
2024-02-29 12:56:50,0.33337,964.8,0.0
2024-02-29 12:56:50,0.33337,959.89328,0.0
2024-02-29 12:56:50,0.334261,959.89328,0.0
2024-02-29 12:56:50,0.334261,957.33328,0.0
2024-02-29 12:56:51,0.333055,957.33328,0.0
2024-02-29 12:56:51,0.333055,960.8,0.0
2024-02-29 12:56:51,0.332981,960.8,0.0
2024-02-29 12:56:51,0.332981,961.01352,0.0
2024-02-29 12:56:51,0.33287,961.01352,0.0
2024-02-29 12:56:51,0.33287,961.33344,0.0
2024-02-29 12:56:51,0.329742,961.33344,0.0
2024-02-29 12:56:52,0.329742,970.45344,0.0
2024-02-29 12:56:52,0.335965,970.45344,0.0
2024-02-29 12:56:52,0.335965,952.48,0.0
2024-02-29 12:56:53,0.33276,952.48,0.0
2024-02-29 12:56:53,0.33276,961.65344,0.0
2024-02-29 12:56:53,0.333037,961.65344,0.0
2024-02-29 12:56:53,0.333037,960.85344,0.0
2024-02-29 12:56:53,0.332667,960.85344,0.0
2024-02-29 12:56:54,0.332667,961.92,0.0
2024-02-29 12:56:54,0.33456,961.92,0.0
2024-02-29 12:56:54,0.33456,956.48,0.0
2024-02-29 12:56:54,0.333555,956.48,0.0
2024-02-29 12:56:54,0.333555,959.36,0.0
2024-02-29 12:56:55,0.336077,959.36,0.0
2024-02-29 12:56:55,0.336077,952.16,0.0
2024-02-29 12:56:55,0.333592,952.16,0.0
2024-02-29 12:56:55,0.333592,959.25344,0.0
2024-02-29 12:56:55,0.333648,959.25344,0.0
2024-02-29 12:56:55,0.333648,959.09344,0.0
2024-02-29 12:56:55,0.333796,959.09344,0.0
2024-02-29 12:56:56,0.333796,958.66672,0.0
2024-02-29 12:56:56,0.332575,958.66672,0.0
2024-02-29 12:56:56,0.332575,962.18672,0.0
2024-02-29 12:56:56,0.333388,962.18672,0.0
2024-02-29 12:56:56,0.333388,959.84,0.0
2024-02-29 12:56:56,0.333388,959.84,0.0
2024-02-29 12:56:56,0.333388,959.84,0.0
2024-02-29 12:56:57,0.332023,959.84,0.0
2024-02-29 12:56:57,0.332023,963.78672,0.0
2024-02-29 12:56:57,0.334784,963.78672,0.0
2024-02-29 12:56:57,0.334784,955.84,0.0
2024-02-29 12:56:57,0.334429,955.84,0.0
2024-02-29 12:56:57,0.334429,956.85344,0.0
2024-02-29 12:56:58,0.333,956.85344,0.0
2024-02-29 12:56:58,0.333,960.96,0.0
2024-02-29 12:56:58,0.332483,960.96,0.0
2024-02-29 12:56:58,0.332483,962.45344,0.0
2024-02-29 12:56:58,0.331895,962.45344,0.0
2024-02-29 12:56:58,0.331895,964.16,0.0
2024-02-29 12:56:58,0.332207,964.16,0.0
2024-02-29 12:56:59,0.332207,963.25344,0.0
2024-02-29 12:56:59,0.333203,963.25344,0.0
2024-02-29 12:56:59,0.333203,960.37344,0.0
2024-02-29 12:56:59,0.333314,960.37344,0.0
2024-02-29 12:56:59,0.333314,960.05344,0.0
2024-02-29 12:56:59,0.332409,960.05344,0.0
2024-02-29 12:56:59,0.332409,962.66664,0.0
2024-02-29 12:57:00,0.333333,962.66664,0.0
2024-02-29 12:57:00,0.333333,960.0,0.0
2024-02-29 12:57:00,0.334075,960.0,0.0
2024-02-29 12:57:00,0.334075,957.86672,0.0
2024-02-29 12:57:00,0.333945,957.86672,0.0
2024-02-29 12:57:00,0.333945,958.24024,0.0
2024-02-29 12:57:01,0.333166,958.24024,0.0
2024-02-29 12:57:01,0.333166,960.48,0.0
2024-02-29 12:57:01,0.334578,960.48,0.0
2024-02-29 12:57:01,0.334578,956.42664,0.0
2024-02-29 12:57:02,0.333314,956.42664,0.0
2024-02-29 12:57:02,0.333314,960.05344,0.0
2024-02-29 12:57:02,0.332465,960.05344,0.0
2024-02-29 12:57:02,0.332465,962.50664,0.0
2024-02-29 12:57:02,0.333889,962.50664,0.0
2024-02-29 12:57:02,0.333889,958.4,0.0
2024-02-29 12:57:03,0.334485,958.4,0.0
2024-02-29 12:57:03,0.334485,956.69344,0.0
2024-02-29 12:57:03,0.332207,956.69344,0.0
2024-02-29 12:57:03,0.332207,963.25344,0.0
2024-02-29 12:57:03,0.333667,963.25344,0.0
2024-02-29 12:57:03,0.333667,959.04,0.0
2024-02-29 12:57:03,0.332391,959.04,0.0
2024-02-29 12:57:04,0.332391,962.72,0.0
2024-02-29 12:57:04,0.332686,962.72,0.0
2024-02-29 12:57:04,0.332686,961.86672,0.0
2024-02-29 12:57:04,0.333592,961.86672,0.0
2024-02-29 12:57:04,0.333592,959.25344,0.0
2024-02-29 12:57:04,0.334038,959.25344,0.0
2024-02-29 12:57:04,0.334038,957.97328,0.0
2024-02-29 12:57:05,0.332502,957.97328,0.0
2024-02-29 12:57:05,0.332502,962.4,0.0
2024-02-29 12:57:05,0.333667,962.4,0.0
2024-02-29 12:57:05,0.333667,959.04,0.0
2024-02-29 12:57:05,0.332446,959.04,0.0
2024-02-29 12:57:05,0.332446,962.56,0.0
2024-02-29 12:57:06,0.334354,962.56,0.0
2024-02-29 12:57:06,0.334354,957.06672,0.0
2024-02-29 12:57:07,0.332023,957.06672,0.0
2024-02-29 12:57:07,0.332023,963.78672,0.0
2024-02-29 12:57:07,0.333222,963.78672,0.0
2024-02-29 12:57:07,0.333222,960.32,0.0
2024-02-29 12:57:07,0.332594,960.32,0.0
2024-02-29 12:57:07,0.332594,962.13344,0.0
2024-02-29 12:57:07,0.333611,962.13344,0.0
2024-02-29 12:57:08,0.333611,959.19992,0.0
2024-02-29 12:57:08,0.332723,959.19992,0.0
2024-02-29 12:57:08,0.332723,961.76,0.0
2024-02-29 12:57:08,0.333333,961.76,0.0
2024-02-29 12:57:08,0.333333,960.0,0.0
2024-02-29 12:57:08,0.333481,960.0,0.0
2024-02-29 12:57:08,0.333481,959.57328,0.0
2024-02-29 12:57:09,0.333964,959.57328,0.0
2024-02-29 12:57:09,0.333964,958.18664,0.0
2024-02-29 12:57:09,0.33287,958.18664,0.0
2024-02-29 12:57:09,0.33287,961.33344,0.0
2024-02-29 12:57:10,0.332502,961.33344,0.0
2024-02-29 12:57:10,0.332502,962.4,0.0
2024-02-29 12:57:10,0.33252,962.4,0.0
2024-02-29 12:57:10,0.33252,962.34672,0.0
2024-02-29 12:57:10,0.334578,962.34672,0.0
2024-02-29 12:57:10,0.334578,956.42664,0.0
2024-02-29 12:57:11,0.333277,956.42664,0.0
2024-02-29 12:57:11,0.333277,960.16,0.0
2024-02-29 12:57:11,0.332889,960.16,0.0
2024-02-29 12:57:11,0.332889,961.28,0.0
2024-02-29 12:57:11,0.332612,961.28,0.0
2024-02-29 12:57:11,0.332612,962.08,0.0
2024-02-29 12:57:12,0.333667,962.08,0.0
2024-02-29 12:57:12,0.333667,959.04,0.0
2024-02-29 12:57:12,0.334019,959.04,0.0
2024-02-29 12:57:12,0.334019,958.0268,0.0
2024-02-29 12:57:12,0.332354,958.0268,0.0
2024-02-29 12:57:12,0.332354,962.8268,0.0
2024-02-29 12:57:12,0.334112,962.8268,0.0
2024-02-29 12:57:13,0.334112,957.76,0.0
2024-02-29 12:57:13,0.334616,957.76,0.0
2024-02-29 12:57:13,0.334616,956.32024,0.0
2024-02-29 12:57:13,0.333555,956.32024,0.0
2024-02-29 12:57:13,0.333555,959.36,0.0
2024-02-29 12:57:13,0.331107,959.36,0.0
2024-02-29 12:57:13,0.331107,966.45344,0.0
2024-02-29 12:57:14,0.33252,966.45344,0.0
2024-02-29 12:57:14,0.33252,962.34672,0.0
2024-02-29 12:57:14,0.333889,962.34672,0.0
2024-02-29 12:57:14,0.333889,958.4,0.0
2024-02-29 12:57:14,0.334019,958.4,0.0
2024-02-29 12:57:14,0.334019,958.0268,0.0
2024-02-29 12:57:15,0.335457,958.0268,0.0
2024-02-29 12:57:15,0.335457,953.91992,0.0
2024-02-29 12:57:15,0.333927,953.91992,0.0
2024-02-29 12:57:15,0.333927,958.29344,0.0
2024-02-29 12:57:15,0.333259,958.29344,0.0
2024-02-29 12:57:15,0.333259,960.21344,0.0
2024-02-29 12:57:15,0.333018,960.21344,0.0
2024-02-29 12:57:16,0.333018,960.90664,0.0
2024-02-29 12:57:16,0.333741,960.90664,0.0
2024-02-29 12:57:16,0.333741,958.82664,0.0
2024-02-29 12:57:16,0.333648,958.82664,0.0
2024-02-29 12:57:16,0.333648,959.09344,0.0
2024-02-29 12:57:16,0.333092,959.09344,0.0
2024-02-29 12:57:16,0.333092,960.69344,0.0
2024-02-29 12:57:17,0.333518,960.69344,0.0
2024-02-29 12:57:17,0.333518,959.4668,0.0
2024-02-29 12:57:17,0.33337,959.4668,0.0
2024-02-29 12:57:17,0.33337,959.89328,0.0
2024-02-29 12:57:17,0.332815,959.89328,0.0
2024-02-29 12:57:17,0.332815,961.49344,0.0
2024-02-29 12:57:17,0.332926,961.49344,0.0
2024-02-29 12:57:18,0.332926,961.17344,0.0
2024-02-29 12:57:18,0.333871,961.17344,0.0
2024-02-29 12:57:18,0.333871,958.45344,0.0
2024-02-29 12:57:18,0.333388,958.45344,0.0
2024-02-29 12:57:18,0.333388,959.84,0.0
2024-02-29 12:57:18,0.336153,959.84,0.0
2024-02-29 12:57:19,0.336153,951.94672,0.0
2024-02-29 12:57:19,0.334989,951.94672,0.0
2024-02-29 12:57:19,0.334989,955.25344,0.0
2024-02-29 12:57:19,0.333611,955.25344,0.0
2024-02-29 12:57:19,0.333611,959.19992,0.0
2024-02-29 12:57:19,0.334112,959.19992,0.0
2024-02-29 12:57:19,0.334112,957.76,0.0
2024-02-29 12:57:20,0.334429,957.76,0.0
2024-02-29 12:57:20,0.334429,956.85344,0.0
2024-02-29 12:57:20,0.33484,956.85344,0.0
2024-02-29 12:57:20,0.33484,955.68,0.0
2024-02-29 12:57:20,0.333444,955.68,0.0
2024-02-29 12:57:21,0.333444,959.68,0.0
2024-02-29 12:57:21,0.332152,959.68,0.0
2024-02-29 12:57:21,0.332152,963.41344,0.0
2024-02-29 12:57:21,0.332963,963.41344,0.0
2024-02-29 12:57:21,0.332963,961.06672,0.0
2024-02-29 12:57:21,0.333927,961.06672,0.0
2024-02-29 12:57:21,0.333927,958.29344,0.0
2024-02-29 12:57:22,0.332336,958.29344,0.0
2024-02-29 12:57:22,0.332336,962.88,0.0
2024-02-29 12:57:22,0.332815,962.88,0.0
2024-02-29 12:57:22,0.332815,961.49344,0.0
2024-02-29 12:57:22,0.334187,961.49344,0.0
2024-02-29 12:57:22,0.334187,957.54672,0.0
2024-02-29 12:57:23,0.33428,957.54672,0.0
2024-02-29 12:57:23,0.33428,957.28024,0.0
2024-02-29 12:57:23,0.334541,957.28024,0.0
2024-02-29 12:57:23,0.334541,956.53344,0.0
2024-02-29 12:57:23,0.33324,956.53344,0.0
2024-02-29 12:57:23,0.33324,960.2668,0.0
2024-02-29 12:57:23,0.335083,960.2668,0.0
2024-02-29 12:57:24,0.335083,954.98664,0.0
2024-02-29 12:57:24,0.330141,954.98664,0.0
2024-02-29 12:57:24,0.330141,969.28,0.0
2024-02-29 12:57:24,0.334299,969.28,0.0
2024-02-29 12:57:24,0.334299,957.22664,0.0
2024-02-29 12:57:24,0.333388,957.22664,0.0
2024-02-29 12:57:24,0.333388,959.84,0.0
2024-02-29 12:57:25,0.333333,959.84,0.0
2024-02-29 12:57:25,0.333333,960.0,0.0
2024-02-29 12:57:25,0.336247,960.0,0.0
2024-02-29 12:57:25,0.336247,951.68,0.0
2024-02-29 12:57:25,0.334317,951.68,0.0
2024-02-29 12:57:25,0.334317,957.17344,0.0
2024-02-29 12:57:26,0.335645,957.17344,0.0
2024-02-29 12:57:26,0.335645,953.38664,0.0
2024-02-29 12:57:26,0.335645,953.38664,0.0
2024-02-29 12:57:26,0.335645,953.38664,0.0
2024-02-29 12:57:27,0.333111,953.38664,0.0
2024-02-29 12:57:27,0.333111,960.64024,0.0
2024-02-29 12:57:27,0.330687,960.64024,0.0
2024-02-29 12:57:27,0.330687,967.68,0.0
2024-02-29 12:57:27,0.331858,967.68,0.0
2024-02-29 12:57:27,0.331858,964.26664,0.0
2024-02-29 12:57:28,0.333908,964.26664,0.0
2024-02-29 12:57:28,0.333908,958.34648,0.0
2024-02-29 12:57:28,0.334653,958.34648,0.0
2024-02-29 12:57:28,0.334653,956.21344,0.0
2024-02-29 12:57:29,0.333148,956.21344,0.0
2024-02-29 12:57:29,0.333148,960.53344,0.0
2024-02-29 12:57:29,0.33484,960.53344,0.0
2024-02-29 12:57:29,0.33484,955.68,0.0
2024-02-29 12:57:29,0.333741,955.68,0.0
2024-02-29 12:57:29,0.333741,958.82664,0.0
2024-02-29 12:57:30,0.332502,958.82664,0.0
2024-02-29 12:57:31,0.332502,962.4,0.0
2024-02-29 12:57:31,0.333277,962.4,0.0
2024-02-29 12:57:31,0.333277,960.16,0.0
2024-02-29 12:57:31,0.333964,960.16,0.0
2024-02-29 12:57:31,0.333964,958.18664,0.0
2024-02-29 12:57:31,0.333277,958.18664,0.0
2024-02-29 12:57:32,0.333277,960.16,0.0
2024-02-29 12:57:32,0.33415,960.16,0.0
2024-02-29 12:57:32,0.33415,957.65344,0.0
2024-02-29 12:57:32,0.33129,957.65344,0.0
2024-02-29 12:57:32,0.33129,965.92024,0.0
2024-02-29 12:57:32,0.332889,965.92024,0.0
2024-02-29 12:57:32,0.332889,961.28,0.0
2024-02-29 12:57:33,0.335176,961.28,0.0
2024-02-29 12:57:33,0.335176,954.72024,0.0
2024-02-29 12:57:33,0.333222,954.72024,0.0
2024-02-29 12:57:33,0.333222,960.32,0.0
2024-02-29 12:57:33,0.334933,960.32,0.0
2024-02-29 12:57:33,0.334933,955.41344,0.0
2024-02-29 12:57:33,0.33337,955.41344,0.0
2024-02-29 12:57:34,0.33337,959.89328,0.0
2024-02-29 12:57:34,0.333574,959.89328,0.0
2024-02-29 12:57:34,0.333574,959.30648,0.0
2024-02-29 12:57:34,0.335345,959.30648,0.0
2024-02-29 12:57:34,0.335345,954.24,0.0
2024-02-29 12:57:34,0.332005,954.24,0.0
2024-02-29 12:57:34,0.332005,963.83992,0.0
2024-02-29 12:57:35,0.332889,963.83992,0.0
2024-02-29 12:57:35,0.332889,961.28,0.0
2024-02-29 12:57:35,0.332023,961.28,0.0
2024-02-29 12:57:35,0.332023,963.78672,0.0
2024-02-29 12:57:35,0.33287,963.78672,0.0
2024-02-29 12:57:35,0.33287,961.33344,0.0
2024-02-29 12:57:36,0.331858,961.33344,0.0
2024-02-29 12:57:36,0.331858,964.26664,0.0
2024-02-29 12:57:36,0.332299,964.26664,0.0
2024-02-29 12:57:36,0.332299,962.98672,0.0
